ML-Dataset#1/DJI_0036.JPG,1728,2600
ML-Dataset#1/DJI_0037.JPG,1763,2423
ML-Dataset#1/DJI_0038.JPG,1794,2298
ML-Dataset#1/DJI_0039.JPG,2356,1927
ML-Dataset#1/DJI_0040.JPG,2405,1966
ML-Dataset#1/DJI_0041.JPG,2416,2029
ML-Dataset#1/DJI_0042.JPG,2428,2435
ML-Dataset#1/DJI_0049.JPG,2820,541
ML-Dataset#1/DJI_0050.JPG,2882,1130
ML-Dataset#1/DJI_0052.JPG,2997,2344
ML-Dataset#1/DJI_0053.JPG,3051,2963
ML-Dataset#1/DJI_0059.JPG,2301,503
ML-Dataset#1/DJI_0060.JPG,2362,1074
ML-Dataset#1/DJI_0061.JPG,2416,1653
ML-Dataset#1/DJI_0062.JPG,2480,2252
ML-Dataset#1/DJI_0063.JPG,2542,2862
ML-Dataset#1/DJI_0068.JPG,2612,330
ML-Dataset#1/DJI_0069.JPG,2668,894
ML-Dataset#1/DJI_0070.JPG,2728,1476
ML-Dataset#1/DJI_0071.JPG,2781,2058
ML-Dataset#1/DJI_0072.JPG,2834,2653
ML-Dataset#1/DJI_0075.JPG,2278,9
ML-Dataset#1/DJI_0076.JPG,2332,629
ML-Dataset#1/DJI_0077.JPG,2388,1158
ML-Dataset#1/DJI_0078.JPG,2452,1758
ML-Dataset#1/DJI_0079.JPG,2515,2377
ML-Dataset#1/DJI_0080.JPG,2284,285
ML-Dataset#1/DJI_0081.JPG,2345,883
ML-Dataset#1/DJI_0082.JPG,2409,1442
ML-Dataset#1/DJI_0083.JPG,2458,2061,2334,571
ML-Dataset#1/DJI_0084.JPG,2527,2699,2414,1204
ML-Dataset#1/DJI_0085.JPG,2472,1822,2309,160
ML-Dataset#1/DJI_0086.JPG,2527,2444,2360,778,2287,122
ML-Dataset#1/DJI_0087.JPG,2344,734,2411,1404
ML-Dataset#1/DJI_0088.JPG,2474,2082,2405,1414
ML-Dataset#1/DJI_0089.JPG,2528,2637,2455,1974
ML-Dataset#1/DJI_0090.JPG,2514,2599
ML-Dataset#1/DJI_0093.JPG,2334,590
ML-Dataset#1/DJI_0094.JPG,2381,1162
ML-Dataset#1/DJI_0095.JPG,2435,1807
ML-Dataset#1/DJI_0096.JPG,2483,2370
ML-Dataset#1/DJI_0097.JPG,2541,2931
ML-Dataset#1/DJI_0104.JPG,2611,22
ML-Dataset#1/DJI_0105.JPG,2676,605
ML-Dataset#1/DJI_0106.JPG,2734,1204
ML-Dataset#1/DJI_0107.JPG,2784,1793,2737,512
ML-Dataset#1/DJI_0108.JPG,2820,2423,2770,1105
ML-Dataset#1/DJI_0109.JPG,2808,1702
ML-Dataset#1/DJI_0110.JPG,2855,2322
ML-Dataset#1/DJI_0111.JPG,2899,2957
ML-Dataset#1/DJI_0113.JPG,2364,518
ML-Dataset#1/DJI_0114.JPG,2398,1040
ML-Dataset#1/DJI_0115.JPG,2438,1611
ML-Dataset#1/DJI_0116.JPG,2637,278,2482,2176
ML-Dataset#1/DJI_0117.JPG,2682,856,2527,2800
ML-Dataset#1/DJI_0118.JPG,2729,1355
ML-Dataset#1/DJI_0119.JPG,2775,1900
ML-Dataset#1/DJI_0120.JPG,2611,513,2830,2514
ML-Dataset#1/DJI_0121.JPG,2653,1012
ML-Dataset#1/DJI_0122.JPG,2591,324,2703,1568
ML-Dataset#1/DJI_0123.JPG,2751,2120,2648,852
